item,zone,word,RT,log_RT,gpt2_surprisal
1,50,wool,453.9647058823529,6.1180194546721705,9.294904708862305
1,51,into,426.8720930232558,6.05648442040027,4.047094345092773
1,52,money,392.5595238095238,5.972688178742201,8.772934913635254
1,53,for,384.2068965517241,5.951181200594287,4.981412410736084
1,54,the,385.4712643678161,5.954466649026131,0.8719918727874756
1,55,long-bearded,462.6470588235294,6.136964471436162,17.416992664337158
1,56,mill,441.19767441860466,6.089493016328748,6.119215965270996
1,57,owners.,476.8690476190476,6.167241919903777,5.514416813850403
1,58,That,480.58620689655174,6.175006623133036,4.338568687438965
1,59,all,415.6896551724138,6.029938960628797,7.0300116539001465
1,60,mill,439.01149425287355,6.084525595540776,11.117286682128906
1,61,owners,429.5287356321839,6.062688644034206,0.8300583362579346
1,62,were,381.5287356321839,5.944186170645914,1.8799784183502197
1,63,generally,387.19767441860466,5.958935349234087,8.318807601928711
1,64,busy,378.5402298850575,5.936322354904553,7.721048355102539
1,65,as,369.51190476190476,5.912182958440034,5.328122138977051
1,66,beavers,388.72093023255815,5.962861683160637,8.963868737220764
1,67,and,359.7906976744186,5.885522467025506,1.658977746963501
1,68,quite,362.5057471264368,5.893040328310948,9.74242877960205
1,69,pleased,385.735632183908,5.955152244104777,5.850363731384277
1,70,with,343.93023255813955,5.840438824473207,0.7414116263389587
1,71,themselves,370.37931034482756,5.914527643611573,3.071192741394043
1,72,for,371.47058823529414,5.9174696907283755,3.2810583114624023
1,73,being,349.0581395348837,5.855238497253201,3.0478196144104004
1,74,so,339.4651162790698,5.827371191437016,2.4044337272644043
1,75,successful,345.9647058823529,5.846336763734379,4.338733673095703
1,76,and,380.4767441860465,5.941425056343345,3.247411012649536
1,77,well,362.9529411764706,5.894273187228724,4.0438618659973145
1,78,off,361.2738095238095,5.889636145971186,3.796114444732666
1,79,was,357.0919540229885,5.8779933229071615,4.149245262145996
1,80,known,353.41379310344826,5.867639588845089,4.888723373413086
1,81,to,357.0232558139535,5.877800921993973,1.3811149597167969
1,82,the,344.45348837209303,5.841959069356462,1.7651629447937012
1,83,residents,381.80232558139534,5.944903002371565,5.395922660827637
1,84,of,365.5,5.901266279189834,0.7417195439338684
1,85,"Bradford,",388.9651162790698,5.9634896642222275,2.6641933917999268
1,86,and,399.61176470588236,5.990493487546926,1.7219233512878418
1,87,if,367.6309523809524,5.907079588190756,5.445490837097168
1,88,you,328.6860465116279,5.795103029241677,2.854149103164673
1,89,were,329.86206896551727,5.798674594253768,2.299243450164795
1,90,to,331.6046511627907,5.803943449588557,1.890907645225525
1,91,go,315.4186046511628,5.753900660269152,3.2168147563934326
1,92,into,344.7931034482759,5.842944536989376,2.9433341026306152
1,93,the,332.2823529411765,5.8059850681459215,1.2629448175430298
1,94,city,326.1294117647059,5.78729427119891,2.9117488861083984
1,95,to,319.5833333333333,5.767018064013357,2.91092586517334
1,96,visit,319.0813953488372,5.765446228070966,2.6185951232910156
1,97,the,330.9186046511628,5.801872437738582,1.2827956676483154
1,98,stately,370.7325581395349,5.915480935109066,8.515328049659729
1,99,City,393.69767441860466,5.975583290943687,7.989598274230957
1,100,"Hall,",385.6279069767442,5.954872932982601,1.9214193224906921
1,101,you,395.39080459770116,5.97987465451693,0.5402010679244995
1,102,would,334.367816091954,5.812241632834664,0.6019676923751831
1,103,see,327.7931034482759,5.7923826271874805,1.9967637062072754
1,104,there,333.4418604651163,5.809468518719255,4.566700458526611
1,105,the,341.1162790697674,5.832223413497654,5.062929153442383
1,106,Crest,391.2298850574713,5.9692953285390375,11.41684341430664
1,107,of,381.24418604651163,5.9434400780912755,1.8349719047546387
1,108,the,333.6385542168675,5.8100582340013185,2.4162755012512207
1,109,City,341.7142857142857,5.833974966015209,4.2198309898376465
1,110,of,353.95348837209303,5.8691655157221145,3.1227447986602783
1,111,"Bradford,",357.91764705882355,5.88030292378979,1.841206133365631
1,112,which,387.5882352941176,5.959943526857604,1.7044545412063599
1,113,those,374.15294117647056,5.924664647450891,10.323694229125977
1,114,same,356.63529411764705,5.876713674501286,5.907715320587158
1,115,mill,394.0919540229885,5.976584267912843,8.52777099609375
1,116,owners,350.5,5.859360706474645,3.2432215213775635
1,117,created,380.0581395348837,5.9403242397933225,5.935132026672363
1,118,to,360.83720930232556,5.888426912866295,2.5583839416503906
1,119,celebrate,371.52941176470586,5.917628031319317,4.331320285797119
1,120,their,342.9529411764706,5.837593240017232,1.1763906478881836
1,121,achievements.,400.26190476190476,5.9921190947496905,5.607417464256287
1,122,It,419.1860465116279,6.0383148464595875,3.0222015380859375
1,123,shows,388.62068965517244,5.962603777047348,6.787071704864502
1,124,a,338.9080459770115,5.8257288197800206,3.2032523155212402
1,125,sinister,380.2906976744186,5.940935954141805,9.695391654968262
1,126,looking,426.8837209302326,6.056511659821162,5.878584861755371
1,127,boar's,407.5176470588235,6.010084237409079,16.9943608045578
1,128,head,406.3837209302326,6.007297838695819,2.1490414142608643
1,129,sitting,424.8390804597701,6.051710463012078,5.263254165649414
1,130,on,356.8488372093023,5.8773122669258555,1.2309907674789429
1,131,top,340.74418604651163,5.8311320082051425,2.354166269302368
1,132,of,349.91954022988506,5.857703242998368,0.0226440466940403
1,133,a,350.04597701149424,5.858064508746094,0.9759082794189453
1,134,well,343.13953488372096,5.838137171683478,5.45573616027832
1,135,which,375.66279069767444,5.928691907743483,4.797696113586426
1,136,seems,423.2352941176471,6.047928275265252,5.114293098449707
1,137,puzzling,425.9647058823529,6.054356492795691,11.841655731201172
1,138,at,375.2068965517241,5.927477597964538,2.7759318351745605
1,139,"first,",353.5176470588235,5.8679334050491,1.5216164216399193
1,140,but,343.74418604651163,5.839897735518511,0.38231319189071655
1,141,the,331.1046511627907,5.802434492061875,2.82254695892334
1,142,reason,358.85057471264366,5.882906075414839,6.184439659118652
1,143,for,340.8735632183908,5.831511626175985,2.043840169906616
1,144,this,341.3103448275862,5.832792165525357,1.4737989902496338
1,145,symbol,340.5581395348837,5.830585858546565,8.004240036010742
1,146,is,348.88505747126436,5.8547425197355185,0.7743589878082275
1,147,a,328.1511627906977,5.793474364386554,4.4001030921936035
1,148,matter,355.44827586206895,5.873379741785782,4.2570109367370605
1,149,of,327.264367816092,5.790768308535445,0.09352067857980728
1,150,legend.,372.4117647058824,5.920000136487911,3.1413253247737885
1,151,There,392.7241379310345,5.973107426287877,4.40306282043457
1,152,was,364.28735632183907,5.897942996637146,2.0344078540802
1,153,"once,",331.6551724137931,5.804095791851134,8.217016696929932
1,154,legend,342.8965517241379,5.837428803204073,8.209128379821777
1,155,has,455.28735632183907,6.1209287719613785,2.0553040504455566
1,156,"it,",376.02298850574715,5.929650281163887,0.04206949006766081
1,157,a,358.2068965517241,5.881110742796165,0.5259655714035034
1,158,fearsome,369.04597701149424,5.910921235225862,7.566737651824951
1,159,"boar,",369.9767441860465,5.913440150111677,3.616389917442575
1,160,which,375.0232558139535,5.9269880395514045,1.8492047786712646
1,161,lived,363.3837209302326,5.895459358399051,4.1884660720825195
1,162,in,324.90588235294115,5.783535547629476,1.0142742395401
1,163,a,302.56976744186045,5.712311887049903,1.7616804838180542
1,164,wood,363.19767441860466,5.894947243674163,5.608420372009277
1,165,located,357.7674418604651,5.879883171575053,9.150025367736816
1,166,just,424.8735632183908,6.0517916263533476,3.66979718208313
1,167,outside,342.74117647058824,5.836975574772147,1.205098032951355
1,168,the,323.74418604651163,5.779953654695005,1.00191330909729
1,169,manor,350.36046511627904,5.858962524832194,8.613093763589859
1,170,of,353.3333333333333,5.867411898438003,2.281731128692627
1,171,Bradford.,407.0232558139535,6.008870323402214,12.078248739242554
1,172,A,391.6162790697674,5.970282480450561,3.6288414001464844
1,173,source,365.5348837209302,5.901361715732558,6.784952163696289
1,174,of,345.7931034482759,5.84584062929171,2.5049538612365723
1,175,great,333.8045977011494,5.810555784952976,3.2548155784606934
1,176,trouble,358.3103448275862,5.881399495866173,5.041326522827148
1,177,to,338.4651162790698,5.824421033213469,1.5675182342529297
1,178,the,319.2093023255814,5.765847007775018,0.7454929351806641
1,179,local,308.9418604651163,5.733153105360017,4.292913436889648
1,180,folk,307.4470588235294,5.728302905996685,3.8622469902038574
1,181,the,336.04651162790697,5.817249577847016,5.935243606567383
1,182,boar,346.2352941176471,5.847118584737202,0.8137749135494232
1,183,"was,",342.5529411764706,5.836426218535156,6.105178475379944
1,184,bringing,374.7142857142857,5.926163830811561,9.959869384765625
1,185,terror,374.5,5.925591802957274,4.710727691650391
1,186,to,347.4235294117647,5.850544581541538,0.8042595386505127
1,187,the,320.5,5.7698822763607245,0.8608133792877197
1,188,peaceful,332.1511627906977,5.805590174905055,9.208735466003418
1,189,flocks,336.86046511627904,5.819668794509888,8.467305596917868
1,190,and,329.51162790697674,5.797611642870664,2.6054201126098633
1,191,ravaging,341.6860465116279,5.833892322793243,7.984498292207718
1,192,the,359.86046511627904,5.885716359415837,0.836932361125946
1,193,countryside,397.1162790697674,5.98422913218429,3.709742307662964
1,194,around.,414.54761904761904,6.02718785108323,7.810847520828247
1,195,Even,429.8048780487805,6.063331333722367,5.7835917472839355
1,196,"worse,",385.1309523809524,5.953583412509052,4.784782528877258
1,197,"however,",364.8255813953488,5.899419380180578,5.57869978249073
1,198,the,360.6511627906977,5.887911183097257,1.6378931999206543
1,199,boar,324.4186046511628,5.782034671555949,0.5106443893164396
1,200,most,337.50588235294117,5.821582939354598,9.208259582519531
1,201,liked,356.4767441860465,5.876269004026811,6.646552085876465
1,202,to,343.0232558139535,5.837798246074404,0.6768971085548401
1,203,go,331.9651162790698,5.8050298919475125,5.273994445800781
1,204,to,309.56470588235294,5.735167136129175,1.7894794940948486
1,205,the,318.4186046511628,5.763366883956514,1.8780462741851807
1,206,well,323.8953488372093,5.7804204662014085,6.533848762512207
1,207,that,349.56976744186045,5.856703162472931,5.522603988647461
1,208,was,338.2906976744186,5.823905578141147,1.8469505310058594
1,209,in,324.5232558139535,5.782357200183161,3.725686550140381
1,210,the,300.6511627906977,5.705950665067315,0.6804229021072388
1,211,wood,311.7906976744186,5.742332121907999,4.762368202209473
1,212,and,356.7093023255814,5.8769211708741995,2.135810136795044
1,213,drink,338.35714285714283,5.824101973308493,4.468051910400391
1,214,its,352.45882352941175,5.864933802746671,3.255618095397949
1,215,fresh,326.78823529411767,5.78931236262584,6.705110549926758
1,216,"water,",324.3764705882353,5.781904787515226,3.0860447883605957
1,217,so,366.78823529411767,5.90478466596967,3.513536214828491
1,218,that,339.8139534883721,5.8283982722216106,1.0420676469802856
1,219,the,313.45882352941175,5.747668007042754,1.861771821975708
1,220,people,301.56626506024094,5.708989776629222,3.6977531909942627
1,221,of,331.0,5.802118375377063,1.984633207321167
1,222,Bradford,313.91764705882355,5.749130680996027,9.759625434875488
1,223,had,318.9294117647059,5.764969798564407,3.6461782455444336
1,224,second,353.8720930232558,5.868935528698939,10.395776748657227
1,225,thoughts,350.16470588235296,5.858403632026835,0.9267368912696838
1,226,about,335.3837209302326,5.815275311926846,1.53367280960083
1,227,visiting,337.67816091954023,5.822093255236776,6.274154186248779
1,228,the,319.4418604651163,5.766575286883749,1.2079578638076782
1,229,well.,335.3139534883721,5.815067267543293,1.9743229746818542
1,230,That,445.2093023255814,6.098544513894647,5.176687240600586
1,231,the,350.47058823529414,5.859276789217011,4.228857040405273
1,232,people,341.0,5.831882477283517,3.6488516330718994
1,233,of,335.54651162790697,5.8157605805672175,0.617041826248169
1,234,Bradford,319.5238095238095,5.7668317922423045,0.19286039471626282
1,235,bore,337.0813953488372,5.82032443041391,8.607799530029297
1,236,the,351.56470588235294,5.862393779322959,1.0931389331817627
1,237,brunt,370.6588235294118,5.915282026375598,1.2134594917297363
1,238,of,358.1162790697674,5.880857735534851,0.02673555165529251
1,239,the,336.21176470588233,5.817741213538599,0.7644977569580078
1,240,beast's,333.70238095238096,5.810249520740507,6.831336736679077
1,241,ferocity,382.64285714285717,5.9471020662657015,6.519710580469109
1,242,was,402.26190476190476,5.997103380865022,1.1343618631362915
1,243,unfair,386.8333333333333,5.957993937046382,9.112736701965332
1,244,in,343.4651162790698,5.839085552732748,4.771269798278809
1,245,the,314.95348837209303,5.752424971961809,1.8098475933074951
1,246,eyes,308.15294117647056,5.730596221988601,0.9191966652870178
1,247,of,323.2906976744186,5.778551911272024,0.002200921531766653
1,248,the,312.72093023255815,5.745311196130308,0.8810494542121887
1,249,people,348.8255813953488,5.854572030501884,2.0951781272888184
1,250,of,325.2,5.784440377673656,0.3323390483856201
1,251,the,305.2352941176471,5.721082935311523,2.1364951133728027
1,252,region.,380.4470588235294,5.9413470318094435,5.046047329902649
1,253,"Eventually,",415.66279069767444,6.029874332263579,9.036983489990234
1,254,the,342.66279069767444,5.836746846089472,1.367813229560852
1,255,issue,326.6860465116279,5.788999607292791,8.57017707824707
1,256,reached,341.36046511627904,5.832939001417716,5.692682266235352
1,257,the,336.66279069767444,5.819081808321738,0.906950831413269
1,258,ears,346.6279069767442,5.848251890418609,2.2885375022888184
1,259,of,320.8488372093023,5.770970100095528,0.014885075390338898
1,260,the,307.40697674418607,5.728172526826731,0.802414059638977
1,261,kindly,328.0,5.793013608384144,9.755163192749023
1,262,Lord,325.3255813953488,5.784826469782868,4.175909996032715
1,263,of,326.48837209302326,5.788394334278389,2.6435415744781494
1,264,the,302.01162790697674,5.710465519636882,1.1776260137557983
1,265,Manor,322.2906976744186,5.775453926085347,4.794098377227783
1,266,who,317.5813953488372,5.760734148780714,3.998173713684082
1,267,the,349.2674418604651,5.85583793779333,6.854539394378662
1,268,people,327.36046511627904,5.791061903572,2.628889560699463
1,269,had,334.8941176470588,5.813814415140254,3.324481725692749
1,270,often,321.0348837209302,5.771549789253458,6.02878475189209
1,271,asked,326.1046511627907,5.787218345688929,3.894895315170288
1,272,for,317.8837209302326,5.761685658459091,1.605770230293274
1,273,help.,310.5348837209302,5.738296241990402,4.471200227737427
1,274,The,334.95348837209303,5.813991681505487,2.0705485343933105
1,275,Lord,323.5813953488372,5.779450690790024,1.4190841913223267
1,276,saw,311.0813953488372,5.740054599315067,6.195559024810791
1,277,the,322.4418604651163,5.775922842356316,1.817772388458252
1,278,severity,334.83529411764704,5.81363875157067,6.070425987243652
1,279,of,340.0352941176471,5.8290494184510875,0.19681502878665924
1,280,the,317.5764705882353,5.760718641578911,0.349723219871521
1,281,problem,324.74117647058824,5.7830284849601545,2.357072591781616
1,282,the,310.2,5.737217250742439,6.247117042541504
1,283,people,330.5232558139535,5.800677022365229,2.0254781246185303
1,284,faced,317.2674418604651,5.759745083366824,2.3576200008392334
1,285,and,327.22093023255815,5.790635570386163,0.676787793636322
1,286,suggested,325.06976744186045,5.784039828343512,5.025461196899414
1,287,a,348.59302325581393,5.853905119276392,3.0986063480377197
1,288,contest,331.5348837209302,5.803733034017028,7.906302452087402
1,289,could,328.54117647058825,5.794662177011824,7.454509735107422
1,290,solve,332.6,5.806940566758827,7.992315292358398
1,291,the,295.4642857142857,5.688547969014979,1.5222440958023071
1,292,problem.,308.2470588235294,5.7309016004694255,1.0721145272254944
1,293,He,331.8705882352941,5.8047450984548705,3.5157651901245117
1,294,said,315.7529411764706,5.754960076077069,3.823105812072754
1,295,that,313.47058823529414,5.747705538240567,1.1960915327072144
1,296,whoever,306.61176470588236,5.725582337214535,5.392116069793701
1,297,could,338.47058823529414,5.824437200055277,2.2342207431793213
1,298,kill,308.45348837209303,5.731571064951701,6.58094596862793
1,299,the,310.83720930232556,5.739269332377453,1.0941241979599
1,300,boar,297.8235294117647,5.6965011279136935,9.579115092754364
1,301,and,303.6470588235294,5.7158660362223435,3.0392441749572754
1,302,bring,286.7294117647059,5.658538954878068,3.5732932090759277
1,303,as,288.52941176470586,5.664797027943247,7.709018230438232
1,304,proof,331.61176470588236,5.8039649012381895,10.287378311157227
1,305,its,340.7294117647059,5.831088648398231,4.792869567871094
1,306,head,300.5529411764706,5.705623915417893,4.1648993492126465
1,307,to,300.0235294117647,5.703860902953171,1.9150558710098267
1,308,the,294.4470588235294,5.685099220627937,0.8252121210098267
1,309,Manor,320.7647058823529,5.7707078508698455,3.6113505363464355
1,310,House,316.90588235294115,5.758604828698601,6.247681140899658
1,311,would,328.8809523809524,5.7956958384165915,1.205034613609314
1,312,be,317.3333333333333,5.759952746123256,0.9849908351898193
1,313,rewarded,321.42857142857144,5.772775346143153,2.1139707565307617
1,314,with,305.49411764705883,5.721930523588496,0.7530478835105896
1,315,land,314.09411764705885,5.749692678725362,7.859065532684326
1,316,and,328.32142857142856,5.793993093688551,1.5689754486083984
1,317,fame.,335.9761904761905,5.817040295774392,6.054851919412613
1,318,It,318.2261904761905,5.762762420738394,3.9200267791748047
1,319,was,329.32941176470587,5.797058501411815,0.6232643723487854
1,320,the,316.2705882352941,5.756598139062013,3.088594913482666
1,321,people,309.5301204819277,5.735055407201752,5.3670454025268555
1,322,of,316.0722891566265,5.755970950578493,1.749908447265625
1,323,Bradford,328.90361445783134,5.795764742668927,10.259241104125977
1,324,and,324.0,5.780743515792329,3.9576191902160645
1,325,the,331.0352941176471,5.802224998446842,1.562495470046997
1,326,people,293.82142857142856,5.682972196993727,2.8202574253082275
1,327,who,299.86746987951807,5.703340609980109,2.397507905960083
1,328,knew,332.90588235294115,5.807859814454728,3.918672800064087
1,329,them,340.2823529411765,5.829775722804526,4.376133918762207
1,330,who,318.54651162790697,5.763768497719008,2.158771276473999
1,331,rejoiced,361.98823529411766,5.891611712110141,9.90664133336395
1,332,at,347.77647058823527,5.851559947498941,1.7812693119049072
1,333,this,325.1904761904762,5.784411091237667,2.849055051803589
1,334,proclamation,367.22352941176473,5.905970734612183,8.573770523071289
1,335,but,365.70588235294116,5.9018294102131215,5.398578643798828
1,336,one,356.18823529411765,5.8754593419387415,6.217221260070801
1,337,question,349.3809523809524,5.8561628809905715,5.795978546142578
1,338,remained:,381.2705882352941,5.94350932839221,2.4173439741134644
1,339,who,383.3452380952381,5.948935988107583,2.2828049659729004
1,340,would,331.78823529411767,5.8044969199068595,1.0388432741165161
1,341,kill,317.91764705882355,5.76179237772813,3.0297763347625732
1,342,the,317.4117647058824,5.76019987327143,0.613560140132904
1,343,boar?,295.1058823529412,5.687334215172595,1.660573140019551
1,344,By,324.3058823529412,5.781687151764068,6.411661148071289
1,345,the,309.3529411764706,5.734482829533128,1.499642014503479
1,346,handsome,331.38823529411764,5.803290604344572,9.744223594665527
1,347,reward,355.4823529411765,5.873475607901977,7.60906982421875
1,348,many,399.8,5.9909644220663,5.888027667999268
1,349,felt,416.5529411764706,6.032013563196545,5.754617691040039
1,350,"tempted,",368.1294117647059,5.9084345387542925,9.574105262756348
1,351,but,354.0352941176471,5.869396609061279,1.146224856376648
1,352,the,340.91764705882355,5.831640943890351,2.2060468196868896
1,353,thought,354.75,5.871413316040152,5.68696928024292
1,354,of,305.20238095238096,5.720975100665524,0.8340197205543518
1,355,the,306.8588235294118,5.726387783609598,1.997929573059082
1,356,boar,306.5952380952381,5.725528434990416,2.278547012247145
1,357,with,326.83529411764704,5.789456356290368,6.027855396270752
1,358,its,320.88235294117646,5.771074554210955,1.8612089157104492
1,359,deadly,312.9404761904762,5.7460130005397705,6.395861625671387
1,360,tusks,312.6,5.744924417987376,7.5835434049367905
1,361,and,328.23809523809524,5.793739245162229,1.3597254753112793
1,362,face,316.23809523809524,5.756495395817291,6.7341814041137695
1,363,like,306.5833333333333,5.725489605316774,4.471351623535156
1,364,thunder,326.8095238095238,5.789377505185212,8.8966064453125
1,365,soon,325.1058823529412,5.784150921126298,7.0217084884643555
1,366,put,331.61176470588236,5.8039649012381895,5.073484420776367
1,367,an,312.42857142857144,5.744375871621455,1.6676366329193115
1,368,end,293.29411764705884,5.681175920027287,0.006376753095537424
1,369,to,292.32941176470587,5.677881288898152,0.012008516117930412
1,370,their,285.8705882352941,5.655539219728171,1.8566311597824097
1,371,ambitions.,341.81176470588235,5.834260189942512,7.272413328289986
1,372,"However,",400.89285714285717,5.993694202435251,6.264300763607025
1,373,there,374.7469879518072,5.926251099463568,3.8126111030578613
1,374,was,343.42857142857144,5.838979146599785,0.6758444309234619
1,375,one,316.0,5.755742213586912,1.886704683303833
1,376,"huntsman,",361.16470588235296,5.889334103264549,16.070780023932457
1,377,who,386.18823529411765,5.956324906801565,1.5091911554336548
1,378,was,322.11764705882354,5.774916842352123,2.3243138790130615
1,379,still,297.6,5.6957503029589365,4.595528602600098
1,380,wet,308.57142857142856,5.731953351622898,9.61327838897705
1,381,behind,344.0357142857143,5.8407454725824195,7.28383731842041
1,382,the,312.75,5.745404149347021,1.1167371273040771
1,383,"ears,",298.67857142857144,5.699367983206322,2.452454686164856
1,384,who,318.2823529411765,5.762938891158822,2.0949745178222656
1,385,decided,317.3764705882353,5.760088673612328,4.338014602661133
1,386,the,293.8452380952381,5.68305322770441,3.748169183731079
1,387,prize,302.0,5.71042701737487,5.33847188949585
1,388,was,304.9759036144578,5.720232768943627,0.7628356218338013
1,389,worth,300.2857142857143,5.704734402381583,2.6269168853759766
1,390,a,308.8333333333333,5.732801757057305,2.9226016998291016
1,391,"shot,",305.3855421686747,5.721575051024357,7.040664196014404
1,392,in,315.4938271604938,5.754139116529942,5.032922267913818
1,393,spite,333.21176470588233,5.80877821791031,2.4434211254119873
1,394,of,294.2352941176471,5.6843797673813485,0.01307026669383049
1,395,the,293.1707317073171,5.680755141384891,0.8908171653747559
1,396,boar's,299.65060240963857,5.702617137279742,4.939485413953662
1,397,reputation.,325.6666666666667,5.785874363374673,6.0746448040008545
1,398,The,362.34939759036143,5.892608933046282,2.5593864917755127
1,399,huntsman,383.9047619047619,5.950394505953688,3.0318600945174694
1,400,discovered,353.32142857142856,5.867378205148019,6.668658256530762
1,401,the,333.6470588235294,5.8100837241557475,1.4648131132125854
1,402,boar,337.8705882352941,5.8226629471241464,0.8894735758658499
1,403,preferred,351.0238095238095,5.860854054566452,11.650724411010742
1,404,to,337.8292682926829,5.822540644470791,1.2324473857879639
1,405,come,323.4404761904762,5.779015097599785,6.263803482055664
1,406,out,305.8433734939759,5.723073119584897,2.234975814819336
1,407,in,302.32142857142856,5.711490784392032,3.06363844871521
1,408,the,293.04761904761904,5.680335118158564,1.2894816398620605
1,409,middle,299.43529411764706,5.701898347862366,3.125296115875244
1,410,of,297.51190476190476,5.695454240191468,0.04575749486684799
1,411,the,284.26190476190476,5.64989601306202,0.3116658926010132
1,412,day.,305.6823529411765,5.722546500508838,6.1649909019470215
1,413,So,349.2261904761905,5.8557198225166465,3.9036760330200195
1,414,he,321.1309523809524,5.771848991283022,1.2305458784103394
1,415,went,321.925,5.774318599159847,2.8424482345581055
1,416,to,274.0,5.6131281063880705,1.4449279308319092
1,417,the,280.9166666666667,5.63805806544606,0.8444178104400635
1,418,wood,292.4404761904762,5.678261145759435,6.632992267608643
1,419,by,303.3333333333333,5.714832310842786,5.7598419189453125
1,420,the,300.67857142857144,5.70604182516246,0.9685195684432983
1,421,well,291.9529411764706,5.676592628926003,7.04865837097168
1,422,with,310.56626506024094,5.73839729264664,4.459239959716797
1,423,his,314.0,5.749392985908253,1.5664286613464355
1,424,good,319.70588235294116,5.767401455499094,7.499085426330566
1,425,"bow,",350.9759036144578,5.86071757043824,7.27046799659729
1,426,to,344.5595238095238,5.842266858720068,4.115126609802246
1,427,bide,349.4117647058824,5.856251068300475,10.478278398513794
1,428,his,370.8313253012048,5.915747310439525,0.17122846841812134
1,429,time.,342.33734939759034,5.835796652635424,1.585849785245955
1,430,Around,356.79761904761904,5.877168727610773,7.968855381011963
1,431,"noontime,",354.2470588235294,5.869994575991593,13.7235476821661
1,432,the,360.4642857142857,5.887392883063655,1.544687271118164
1,433,"boar,",322.83529411764704,5.777142267834158,5.062154010403901
1,434,feared,317.2,5.7595324897606925,10.869466781616211
1,435,by,329.36046511627904,5.797152789642699,1.9356228113174438
1,436,the,337.16279069767444,5.82056587216726,0.9415306448936462
1,437,"locals,",304.3488372093023,5.718174534361918,6.4137159287929535
1,438,came,346.6235294117647,5.848239261335568,2.213864803314209
1,439,"out,",326.5882352941176,5.788700158130425,3.2305619716644287
1,440,as,309.0235294117647,5.733417420962352,4.629077434539795
1,441,slow,319.7176470588235,5.767438253350103,10.124533653259277
1,442,as,317.9268292682927,5.761821259663295,0.5239887237548828
1,443,a,297.9390243902439,5.696888849428545,0.9862470626831055
1,444,"snail,",360.8941176470588,5.888584612394434,4.116610765457153
1,445,from,352.63529411764705,5.865434361714625,4.6400346755981445
1,446,among,340.9764705882353,5.831813473695303,6.599331855773926
1,447,the,331.08235294117645,5.802367144857884,0.19259199500083923
1,448,"trees,",309.15294117647056,5.733836109711451,2.9187238216400146
1,449,just,317.7294117647059,5.761200114153535,6.270589828491211
1,450,as,324.9156626506024,5.783565649117299,1.4507219791412354
